ein,name,street,city,state,zip,category,description,ntee_code,asset_amt,income_amt,revenue_amt
582483753,The@Vi And Milton Weinstein Hospice Inc,3150 Howell Mill Rd Nw,Atlanta,GA,30327-2108,Human Services,Hospices,P74,533439,2114477,2114477
582503742,Candler-Marchman Foundation Inc,3290 Northside Pkwy Nw Ste 950,Atlanta,GA,30327-2273,Philanthropy,Private Grantmaking Foundations,T20,1,1,
582502328,James C And Norma T Edenfield Foundation Inc,3700 Randall Mill Rd Nw,Atlanta,GA,30327-2714,Philanthropy,Private Independent Foundations,T22,948025,22295,
582360915,Ahavath Achim Congregation Endowment Fund Inc,600 Peachtree Battle Ave Nw,Atlanta,GA,30327-1249,Philanthropy,Private Operating Foundations,T23,1842885,85329,85329
586381078,The@Donald C Easterling-Edward S Hallman Foundation,3290 Northside Pkwy Nw Ste 950,Atlanta,GA,30327-2273,Philanthropy,Fund Raising & Fund Distribution,T12,1785020,593431,
582430856,Michaels Family Charitable Foundation Inc,2839 Dover Rd Nw,Atlanta,GA,30327-1209,Philanthropy,Corporate Foundations,T21,1430930,797776,
586335613,W Newton Morris Charitable Foundation,The Forum 3290 Northside Parkway Nw,Atlanta,GA,30327-0000,Philanthropy,Private Grantmaking Foundations,T20,3648488,1235954,
582627567,Coca-Cola Bottlers Foundation Inc,3282 Northside Pkwy Nw Ste 200,Atlanta,GA,30327-2274,Philanthropy,Corporate Foundations,T21,57716,1,
582396474,Erwin G Baumer Foundation,3282 Northside Pkwy Nw Ste 100,Atlanta,GA,30327-2276,Philanthropy,Private Grantmaking Foundations,T20,1873851,591954,
582508208,Ministry Of Unification,1266 W Paces Ferry Rd Nw,Atlanta,GA,30327-2306,Religious,Religion-Related NEC,X99,33556,205109,205109
582438710,Team Spirit,1420 Moores Mill Rd Nw,Atlanta,GA,30327-1434,Philanthropy,Public Foundations,T30,0,0,0
582396544,The Morris Family Foundation Inc,1266 West Paces Ferry Road 615,Atlanta,GA,30327-2306,Philanthropy,Private Independent Foundations,T22,1639787,260527,
582497271,Pat Mitchell Foundation Inc,3715 Northside Pkwy Nw Ste 2-610,Atlanta,GA,30327-2882,Philanthropy,Private Independent Foundations,T22,49035,0,
582396542,Billi Marcus Foundation Inc,1266 W Paces Ferry Rd Ste 615,Atlanta,GA,30327-2306,Philanthropy,Private Independent Foundations,T22,10537064,1670442,
586459884,Brannan Fam Foundation 06182003 Tr Ua,2978 Ridgewood Rd Nw,Atlanta,GA,30327-1927,Philanthropy,Private Independent Foundations,T22,39317,1,
586457422,Mills Foundation Tr 10172002 Ua,18 Westminster Close Dr Nw,Atlanta,GA,30327-1604,Philanthropy,Private Independent Foundations,T22,1210114,204852,
582396540,Susanne Marcus Collins Foundation Inc,1266 W Paces Ferry Road 615,Atlanta,GA,30327-2306,Philanthropy,Private Grantmaking Foundations,T20,7299402,1541193,
586437963,Hodgson Char Tr 122094,1135 Peachtree Battle Ave Nw,Atlanta,GA,30327-1419,Philanthropy,Private Independent Foundations,T22,4105496,1852008,
586369445,Jals Fdn 062398 Ua,4755 Millbrook Dr Nw,Atlanta,GA,30327-3548,Philanthropy,Private Independent Foundations,T22,2479920,2321026,
586414923,The Small Foundation,2042 W Paces Ferry Rd Nw,Atlanta,GA,30327-2518,Philanthropy,Private Independent Foundations,T22,78030,65985,
582575540,Tom And Edwina Johnson Family Foundation Inc,3280 Rilman Rd Nw,Atlanta,GA,30327-1551,Philanthropy,Corporate Foundations,T21,375086,577159,
582533764,Candler-Murray Foundation Inc,3290 Northside Pkwy Nw Ste 950,Atlanta,GA,30327-2273,Philanthropy,Private Grantmaking Foundations,T20,1,1,
582588890,Hugh M Inman Foundation Inc,3715 Northside Pkwy Bldg 400 No 650,Atlanta,GA,30327-2858,Philanthropy,Private Grantmaking Foundations,T20,4255184,2721261,
582541446,Friends Of Harriet G Darnell Senior Multipurpose Facility Inc,677 Fairburn Rd Nw,Atlanta,GA,30331-1423,Human Services,Supportive Housing for Older Adults,P75,22417,39817,39817
582364245,David J Lawson And Margaret H Lawson Private Foundation,13 Parkside Ct Ne,Atlanta,GA,30342-3266,Philanthropy,Private Grantmaking Foundations,T20,50565,622,
582325931,New Life Christian Fellowship,3267 Jonesboro Rd Se,Atlanta,GA,30354-2801,Religious,Protestant,X21,,,
600000087,Charles K Edmondson Jr Foundation Inc,1175 Peachtree Street Ne,Atlanta,GA,30361-3528,Philanthropy,Private Independent Foundations,T22,515663,796725,
651045273,Icon Property Trust Corp,100 Hartsfield Center Pkwy Ste 500,Atlanta,GA,30354-1377,Housing Shelter,Housing Development,L20,0,0,0
680513662,Pathway Christian Cathedral Of Atlanta Inc,1311 Fulton Industrial Blvd Nw,Atlanta,GA,30336-1598,Religious,Protestant,X21,,,
631239600,Martha C And Harry Jeffcoat Jr Foundation Inc,3340 Peachtree Rd Ne Ste 1000,Atlanta,GA,30326-8600,Philanthropy,Private Independent Foundations,T22,103652,7817,
651164523,Thanks Mom & Dad Fund Inc,3355 Lenox Rd Ne Ste 750,Atlanta,GA,30326-1353,Human Services,Senior Centers,P81,204330,74174,47938
656421943,Simmons Family Foundation Trust 111003 3025889073,75 14Th St Ne Unit 3240,Atlanta,GA,30309-7607,Philanthropy,Private Grantmaking Foundations,T20,2130808,1623696,
721612806,Illien Foundation For Children Inc,1250 Piedmont Ave Ne,Atlanta,GA,30309-3392,Human Services,Foster Care,P32,17327,66616,66616
660646096,Micronesia Community Development Corporation,3060 Peachtree Rd Nw Ste 1700,Atlanta,GA,30305-2242,Human Services,Family Services,P40,1758172,26682,26682
680670493,Steve & Majorie Harvey Foundation,3565 Piedmont Road Bldg 3 Ste 710,Atlanta,GA,30305-8207,Philanthropy,Private Operating Foundations,T23,665440,1012558,
710971044,Shrm Colorado State Council Inc,3525 Piedmont Road Bldg 5,Atlanta,GA,30305-1578,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,64832,96876,96876
731680592,New Love Ministries For Christ,311 Banberry Dr Se,Atlanta,GA,30315-8403,Religious,Protestant,X21,,,
731708622,Pearls For Girls Inc,953 Cummings St Se,Atlanta,GA,30316-1401,Human Services,Child Day Care,P33,0,0,0
743108889,Faith Hope Adoption Inc,1266 West Paces Ferry Rd 300,Atlanta,GA,30327-2306,Human Services,Family Services,P40,0,6990,6990
800334668,New Citadel Of Hope,3201 Atlanta Industrial Pkwy St 104,Atlanta,GA,30331-1046,Religious,Christianity,X20,,,
753228727,The Association Of Diverse Fitness Professionals Inc,850 Plainville Dr Sw,Atlanta,GA,30331-4330,Human Services,Personal Social Services,P50,0,0,0
800222585,Memorial Park Civic Organization Inc,824 Woodley Dr Nw,Atlanta,GA,30318-1660,Housing Shelter,Homeowners & Tenants Associations,L50,0,0,0
800219022,Veterans Empowerment Organization Of Georgia Inc,373 W Lake Ave Nw,Atlanta,GA,30318-8123,Public Social Benefit,Military & Veterans‰Ûª Organizations,W30,711548,1723328,1685786
800256275,Redeemer Independent Church Of God In Christ Inc,2867 Pete St Nw,Atlanta,GA,30318-3355,Religious,Christianity,X20,0,0,0
800447139,Howell Station Neighborhood Association Inc,1227 Niles Ave Nw,Atlanta,GA,30318-4944,Housing Shelter,Homeowners & Tenants Associations,L50,0,0,0
800895984,New Beginnings Assisted Living Housing Inc,1042 Hilburn Dr Se,Atlanta,GA,30316-2809,Housing Shelter,Housing & Shelter NEC,L99,,,
800500651,Pyramid Chapter American Business Women Association,168 Torrence St Nw,Atlanta,GA,30314-1524,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
760812530,Gospel Fellowship Inc,689 East Ave Ne,Atlanta,GA,30312-1447,Religious,Protestant,X21,,,
753214217,Each One Reach One Community Impact Project Inc,1639 Harbin Rd Sw,Atlanta,GA,30311-3737,Human Services,Human Services NEC,P99,0,0,0
770619492,Grandparents Parenting Association Inc,1273 Richland Rd Sw,Atlanta,GA,30310-3241,Human Services,Children & Youth Services,P30,0,0,0
800473006,Ecopaat Gardens,1470 Fairbanks St Sw,Atlanta,GA,30310-4348,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
800026594,Lifeline Restoration Church Inc,823 Dill Ave Sw,Atlanta,GA,30310-4230,Religious,Christianity,X20,,,
800966164,Dorfman Foundation Inc,209 Peachtree Cir Ne,Atlanta,GA,30309-3206,Philanthropy,Named Trusts NEC,T90,1970208,2113442,
800671942,Living Word Baptist Church Inc,1801 Peachtree St Ne Ste 300,Atlanta,GA,30309-1815,Religious,Christianity,X20,,,
800933692,Florida International Administrators Association Inc,3060 Peachtree Rd Nw Ste 1415,Atlanta,GA,30305-2485,Community Capacity Bldg,Business & Industry,S40,0,180000,180000
753116922,Public Relations Global Network Inc,2970 Peachtree Rd Nw Ste 805,Atlanta,GA,30305-2117,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,183774,136773,136773
800434828,Rehoboth Goodwill Housing Inc,235 Peachtree St Suite 400,Atlanta,GA,30303-0000,Housing Shelter,Housing Support,L80,0,0,0
800493582,Community Foundation For Financial Literacy Inc,2221 Peachtree Rd D217,Atlanta,GA,30309-1148,Human Services,Financial Counseling,P51,6038,48380,45778
900088269,Alliance Of Visual Artists,229 Peachtree St Ne Ste 2200,Atlanta,GA,30303-1608,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
841523630,The Hampshire Foundation,224 Peachtree Battle Ave Nw,Atlanta,GA,30305-4029,Philanthropy,Private Independent Foundations,T22,3141895,1415459,
900056349,Hosea Feed The Hungry And Homeless Program Inc,1035 Donnelly Ave Sw,Atlanta,GA,30310-3331,Religious,Protestant,X21,,,
830507203,World Chamber Of Commerce Corp,2870 Peachtree Rd Suite 435,Atlanta,GA,30305-2918,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
870743282,The Vision Community Foundation,704 Ormewood Ave Se,Atlanta,GA,30312-3659,Religious,Protestant,X21,,,
861067128,Day Star Temple Ministries,2343 Campbellton Rd Sw Ste 6,Atlanta,GA,30311-4600,Religious,Roman Catholic,X22,,,
900605040,Atlanta Clt Collaborative Inc,3235 Peachtree Rd Ste 330,Atlanta,GA,30305-2410,Housing Shelter,Housing Development,L20,14946,43625,43625
900718916,Houseproud Atlanta Inc,410 Englewood Ave Se,Atlanta,GA,30315-2502,Human Services,Centers to Support the Independence of Specific Populations,P80,168029,296464,296464
841666821,Community Care Community Development Corporation,1989 Defoor Ave Nw Apt C,Atlanta,GA,30318-2915,Human Services,Human Services NEC,P99,0,0,0
900509966,Covenant Christ Ministries Inc,1416 North Ave Nw,Atlanta,GA,30318-8116,Religious,Christianity,X20,,,
900677341,Gl Dermatology Association Foundation Inc,1194 Longcourte Dr Nw,Atlanta,GA,30327-2315,Human Services,Personal Social Services,P50,0,0,0
900771779,William And Lisa Mcgahan Family Foundation Inc,3190 Ridgewood Rd Nw,Atlanta,GA,30327-1936,Philanthropy,Corporate Foundations,T21,932991,745455,
861122398,Adamsville Business And Community Partnership,4129 Renfrew Ct Sw,Atlanta,GA,30331-3920,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
841651892,Deliverance Unlimited International Inc,3788 Campbellton Rd Sw,Atlanta,GA,30331-5224,Religious,Protestant,X21,,,
900028046,Paces Civic Associtation Inc,1266 W Paces Ferry Rdbox 168,Atlanta,GA,30327-2306,Community Capacity Bldg,Community & Neighborhood Development,S20,185732,204343,204343
916575918,Kaplita Fam Foundation Tr,3668 Castlegate Dr Nw,Atlanta,GA,30327-2604,Philanthropy,Private Grantmaking Foundations,T20,538843,335891,
912193621,Woodrock Housing Group,3475 Oak Valley Rd Ne Apt 880,Atlanta,GA,30326-3212,Housing Shelter,Housing Development,L20,0,0,0
912059800,Atlanta Academy Of Institutional Pharmacy,1104 Berkshire Rd Ne,Atlanta,GA,30306-3002,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
931318963,Richard And Elizabeth Ward Family Foundation,3600 Tuxedo Ct Nw,Altanta,GA,30305-1066,Philanthropy,Private Independent Foundations,T22,88055,36945,
943458737,Vonnie Holliday Foundation Inc,1060 Canter Rd Ne,Atlanta,GA,30324-2503,Philanthropy,Public Foundations,T30,648,1400,1400
